mass,success,t_exp,t_rev
233.99999999997817,True,6,1
233.99999999998363,True,9,2
233.99999999999454,True,3,6
233.99999999999636,True,10,2
233.99999999999636,True,2,1
233.99999999999636,True,10,3
233.99999999999636,True,10,5
234.0,False,6,-1
234.0,True,9,1
234.0,True,3,5
234.0,True,9,7
234.0,True,6,2
234.0,True,6,1
234.0,True,3,1
234.0,True,9,2
234.0,True,9,3
234.0,True,13,5
234.0,True,3,3
234.0,True,3,4
234.0,True,6,1
234.0,True,6,40
234.0,True,6,1
234.0,True,6,5
234.0,True,6,2
234.0,True,6,6
234.0,True,13,3
234.0,True,9,4
234.0,True,6,6
234.0,True,3,421
234.0,True,6,7
234.0,True,3,3
234.0,True,6,4
234.0,True,6,2
234.00000000000546,True,3,41
234.00000000000546,True,3,20
234.0000000000109,True,6,5
234.299999999992,True,11,2
234.40000000000146,True,4,119
234.49999999998727,True,7,48
234.49999999999818,True,5,1
234.5,True,7,1
234.59999999999673,True,3,1
234.79999999999563,True,2,3
234.90000000000327,True,9,3
234.90000000000327,True,9,4
234.90000000000327,True,9,2
234.9999999999909,True,5,3
235.0,True,5,85
235.0,True,5,171
235.0,True,5,47
235.0,True,1,1
235.0000000000091,True,5,19
235.19999999999345,True,6,4
235.19999999999345,True,6,24
235.19999999999345,False,6,-1
235.1999999999971,True,8,2
235.20000000000437,True,6,13
235.20000000000437,True,6,2
235.30000000002838,True,13,1
235.49999999999272,True,5,1
235.79999999999563,True,6,103
235.79999999999563,True,6,35
235.79999999999563,True,3,13
235.79999999999563,True,6,26
235.8000000000011,True,3,114
235.9000000000051,True,7,2
235.9000000000051,True,7,20
235.99999999999818,True,2,10
236.0,True,4,1
236.0,True,2,1
236.0,True,8,785
236.0,True,4,79
236.0,True,2,15
236.0,True,4,44
236.0,True,8,2
236.0,True,2,2
236.0,True,2,3
236.0,False,4,-1
236.0,True,4,86
236.0,True,4,3
236.0,True,4,2
236.00000000000728,True,4,408
236.00000000000728,True,4,62
236.39999999999782,True,6,141
236.40000000000146,True,4,16
236.40000000000146,True,4,3
236.40000000000873,True,12,1
236.50000000000546,True,5,73
236.5999999999949,True,7,5
236.5999999999949,True,14,1
236.60000000002037,True,7,9
236.6999999999989,True,3,51
236.8000000000102,True,4,2
236.9999999999891,True,6,23
236.9999999999891,True,3,2
237.0,True,3,7
237.0,True,6,3
237.0,True,6,12
237.0,True,3,2
237.00000000000546,True,3,24
237.00000000000546,True,3,115
237.00000000000546,True,3,16
237.00000000000728,True,10,9
237.29999999999745,True,7,6
237.3000000000102,True,7,1
237.3000000000102,True,7,13
237.3000000000102,True,7,6
237.5,True,5,7
237.59999999999673,True,9,4
237.59999999999673,True,9,7
237.59999999999673,True,9,1
237.60000000000218,True,6,11
237.600000000024,True,11,1
237.89999999999782,True,3,8
237.99999999998727,True,7,2
237.99999999998727,True,7,10
237.99999999999272,True,10,1
237.99999999999272,True,5,892
237.99999999999272,True,10,7
238.0,True,14,7
238.0,True,1,5
238.0,True,7,3
238.0,True,7,2
238.0,True,7,58
238.0,True,14,3
238.0,True,7,6
238.0,True,7,13
238.00000000000364,True,2,22
238.0000000000109,True,10,7
238.00000000001273,True,7,1
238.00000000001273,True,7,5
238.20000000000437,True,6,6
238.39999999999418,True,8,2
238.40000000000873,True,8,2
238.40000000000873,True,4,25
238.49999999999454,True,5,3
238.50000000001273,True,5,1355
238.79999999999563,True,12,5
238.80000000000655,True,6,3
238.80000000000655,True,6,32
238.99999999999636,True,10,4
239.0,True,1,69
239.00000000000546,True,5,85
239.20000000000437,True,4,2
239.3999999999869,True,9,4
239.3999999999869,True,9,2
239.3999999999869,True,9,34
239.39999999999236,True,7,6
239.39999999999782,True,6,2
239.39999999999782,True,6,2
239.39999999999782,True,6,139
239.40000000000873,True,6,2
239.40000000001965,True,9,5
239.4999999999891,True,5,2
239.49999999999818,True,5,28
239.50000000000728,True,5,4
239.59999999999854,True,4,2
239.6999999999989,True,3,16
239.800000000012,True,11,2
239.9999999999818,True,10,2
239.9999999999818,True,10,5
239.99999999998545,True,8,3
239.99999999998545,True,8,4
239.9999999999909,True,5,31
239.99999999999454,True,3,6
239.99999999999636,True,2,6
240.0,True,6,13
240.0,True,4,4
240.0,True,8,19
240.0,True,4,4
240.0,True,3,9
240.0,True,8,6
240.0,True,6,1
240.0,True,4,4
240.0,True,4,5
240.0,True,5,16
240.0,True,5,159
240.0,True,3,10
240.0,True,3,8
240.0,True,4,5
240.0,True,4,1
240.0,True,5,13
240.0,True,10,2
240.0,True,6,2
240.0,True,12,2
240.0,False,3,-1
240.0,True,4,13
240.0,True,5,70
240.0,True,6,7
240.0,True,4,381
240.0,True,8,1
240.0,True,8,2
240.0,True,6,5
240.0,True,4,117
240.0,True,6,3
240.0,True,5,1
240.0,True,5,6
240.0,True,3,21
240.0,True,5,3
240.0,True,6,6
240.0,True,8,2
240.0,True,6,6
240.0,True,8,7
240.0,False,4,-1
240.0,True,6,2
240.0,True,15,1
240.0,True,6,22
240.0,True,6,3
240.0,True,5,64
240.0,True,4,20
240.0,True,5,6
240.0,True,8,3
240.00000000000728,True,4,7
240.0000000000091,True,5,3
240.0000000000091,True,5,9
240.0000000000091,True,5,2
240.0000000000091,True,5,115
240.00000000001455,True,8,5
240.09999999998217,True,7,22
240.29999999999018,True,9,37
240.3000000000011,True,3,547
240.30000000000655,True,9,4
240.30000000000655,True,9,7
240.40000000000873,True,4,1
240.50000000000182,True,5,3
240.50000000000182,True,5,36
240.60000000000218,True,6,23
240.60000000000218,True,6,12
240.60000000000218,True,6,1
240.6000000000131,True,6,2
240.79999999998472,True,7,1
240.79999999999563,True,4,12
240.899999999996,True,11,6
240.900000000016,True,11,5
241.00000000000364,True,10,5
241.00000000000364,True,10,6
241.20000000000437,True,12,5
241.20000000000982,True,9,2
241.20000000000982,True,9,3
241.59999999997672,True,16,6
241.59999999999127,True,8,4
241.60000000000582,True,8,1
241.79999999999563,True,6,162
241.80000000000655,True,6,5
241.99999999998,True,11,1
242.0,True,2,1
242.0,True,4,16
242.0,True,11,6
242.0,True,2,11
242.0,True,2,1
242.0,True,11,2
242.0,True,2,16
242.00000000000728,True,5,4
242.09999999999673,True,9,6
242.20000000000255,False,7,-1
242.20000000000255,True,7,3
242.20000000000255,True,7,4
242.20000000000255,True,7,9
242.39999999999418,True,8,3
242.39999999999782,True,6,6
242.40000000000146,True,4,19
242.40000000000146,True,4,302
242.40000000000873,True,6,56
242.70000000000982,True,3,10
242.99999999998363,True,9,4
242.99999999998363,True,15,3
242.99999999999272,True,10,1
242.99999999999272,True,5,19
243.0,True,9,1
243.0,True,9,4
243.0,True,3,2
243.0,True,3,7
243.0,True,3,2
243.0,True,9,3
243.0,True,3,1
243.0,True,3,9
243.0,True,3,17
243.0,True,3,16
243.0,True,3,89
243.0,True,9,4
243.0,True,9,2
243.00000000000182,True,5,9
243.00000000001637,True,9,3
243.00000000001637,True,9,4
243.1999999999971,True,8,2
243.20000000001164,True,8,1
243.3000000000011,True,3,29
243.49999999999454,True,5,174
243.49999999999454,True,5,92
243.50000000000364,True,5,2
243.5999999999949,True,7,5
243.5999999999949,True,7,4
243.5999999999949,True,7,4
243.60000000000218,True,6,8
243.60000000000218,True,3,20
243.60000000000764,False,3,-1
243.90000000000327,True,9,2
243.99999999999272,True,4,101
244.0,True,4,3
244.0,True,4,14
244.0,True,4,1
244.0,True,1,7
244.0,True,2,10
244.0,True,4,2
244.0,True,4,19
244.0,True,4,57
244.0,True,4,28
244.0,True,4,18
244.0,True,4,2
244.0,True,4,287
244.0,True,4,7
244.0,True,4,2
244.0,True,4,4
244.0,True,4,15
244.00000000000546,True,5,17
244.29999999999745,True,7,9
244.39999999999054,True,13,2
244.50000000000728,True,5,17
244.79999999998836,True,8,6
244.80000000000655,True,6,6
244.80000000000655,True,6,11
244.80000000000655,True,9,6
244.80000000000655,True,6,2
244.99999999998727,True,7,3
244.99999999998727,True,7,2
244.99999999998727,True,7,4
244.99999999998727,True,7,1
244.9999999999909,True,5,14
244.9999999999909,True,5,5
244.9999999999909,True,5,4
244.9999999999909,True,5,9
245.0,True,5,65
245.0,True,7,24
245.0,True,7,4
245.0,True,5,10
245.0,True,7,2
245.0,True,5,4
245.0,True,7,3
245.0,True,7,7
245.0,True,7,6
245.0,True,5,1
245.0,True,5,13
245.0,True,5,1
245.0,True,5,9
245.0,True,7,16
245.0,True,5,9
245.0,True,7,68
245.0,True,7,7
245.0,True,5,124
245.0,True,5,5
245.0,True,5,23
245.0,True,7,12
245.0,True,5,3
245.0,True,7,1863
245.0000000000091,True,5,3
245.00000000001273,True,7,2
245.0000000000182,True,10,2
245.39999999999782,True,3,56
245.39999999999782,True,6,3
245.39999999999782,True,6,11
245.50000000000182,True,5,27
245.5000000000109,True,5,6
245.59999999999127,True,8,2
245.69999999999527,True,13,7
245.6999999999989,True,3,12
245.70000000000982,True,9,3
245.99999999998545,True,10,4
245.99999999999454,True,3,2
245.99999999999454,True,3,1
245.99999999999636,True,2,1
245.99999999999818,True,2,6
246.0,True,6,4
246.0,True,3,3
246.0,True,3,11
246.0,True,6,12
246.0,True,4,3
246.0,True,6,2
246.0,True,6,12
246.0,True,3,1
246.0,True,3,47
246.0,True,6,1
246.0,True,6,2
246.0,True,6,10
246.0,True,6,15
246.0,True,3,24
246.0,True,2,3
246.00000000000364,True,5,18
246.00000000000364,True,5,2
246.00000000000364,True,5,3
246.00000000002183,True,6,6
246.39999999999236,True,7,38
246.39999999999418,True,8,8
246.39999999999418,True,8,7
246.40000000000146,True,4,3
246.400000000016,True,11,2
246.49999999999636,True,5,3
246.59999999999127,True,6,3
246.59999999999673,True,9,8
246.60000000000218,True,6,16
246.60000000002947,True,9,3
246.79999999999563,True,4,4
246.8000000000029,True,4,6
246.9999999999891,True,10,4
247.0,True,13,3
247.0,True,13,1
247.0,True,13,3
247.0,True,13,4
247.0,True,13,3
247.09999999998217,True,7,4
247.10000000000764,True,7,1
247.1999999999898,False,4,-1
247.19999999999345,True,6,14
247.19999999999345,True,6,1
247.1999999999971,True,8,7
247.1999999999971,True,4,12
247.5,True,9,6
247.5,True,5,8
247.79999999999745,True,7,7
247.79999999999745,True,7,5
247.8000000000011,True,3,1
247.8000000000102,True,7,4
247.8000000000102,True,14,2
247.8000000000102,True,7,13
247.99999999998545,True,8,3
247.99999999999272,True,4,4
247.99999999999272,True,10,8
247.99999999999272,True,5,3
248.0,True,4,9
248.0,True,2,1
248.0,True,4,1
248.0,True,2,1
248.0,True,4,3
248.0,True,4,70
248.0,True,4,3
248.0,True,4,67
248.0,True,4,8
248.0,True,8,6
248.0,True,4,25
248.0,True,4,27
248.00000000000182,True,5,18
248.00000000000182,True,5,213
248.00000000001455,True,8,13
248.39999999996508,True,12,4
248.3999999999869,True,9,1
248.3999999999869,True,9,40
248.49999999999454,True,5,2
248.5,True,7,3
248.79999999998836,True,8,14
248.79999999999563,True,4,9
248.8000000000029,True,8,5
248.8000000000029,True,4,50
248.99999999999454,True,3,42
248.99999999999636,True,5,7
248.99999999999727,True,3,50
249.0,True,3,2
249.0,True,3,21
249.0000000000109,True,3,89
249.1999999999898,True,7,555
249.1999999999898,True,7,3
249.20000000000255,True,7,93
249.29999999999018,True,9,3
249.40000000000146,True,2,532
249.59999999999127,True,6,9
249.59999999999854,True,4,6
249.60000000000582,True,8,3
249.6000000000131,True,6,117
249.9000000000051,True,7,2
249.9999999999818,True,10,3
249.9999999999909,True,5,75
249.9999999999909,True,5,8
249.99999999999272,True,4,8
249.99999999999636,True,2,145
250.0,True,5,9
250.0,True,5,2
250.0,True,5,5
250.0,True,5,11
250.0,True,2,2
250.0,True,10,1
250.0,True,4,3
250.0,True,5,14
250.0,True,5,15
250.0,True,5,5
250.0,True,5,114
250.0,True,4,5
250.0,True,10,2
250.0,True,5,4
250.0,True,4,15
250.00000000000364,True,2,255
250.00000000000728,True,4,36
250.0000000000091,True,5,6
250.0000000000182,True,10,5
250.0000000000182,True,10,3
250.19999999999345,True,6,3
250.1999999999989,True,3,6
250.20000000000437,True,3,1
250.39999999999418,True,8,3
250.79999999999563,True,6,16
250.79999999999563,True,3,3
250.79999999999563,True,4,16
250.8000000000029,True,4,3
250.8000000000029,True,4,412
250.80000000000655,True,6,6
250.99999999999454,True,5,43
250.99999999999454,True,5,3
251.10000000000218,True,3,384
251.1000000000131,True,9,6
251.1999999999898,True,4,131
251.3999999999869,True,6,1
251.40000000000873,True,6,54
251.40000000000873,True,6,11
251.40000000000873,True,6,120
251.50000000000546,True,5,4
251.50000000000546,True,5,280
251.60000000000582,True,4,172
251.6999999999989,False,3,-1
251.899999999976,True,11,2
251.900000000016,True,11,9
251.99999999998363,True,9,2
251.99999999998727,True,7,1
251.9999999999891,True,10,13
251.9999999999891,True,6,10
251.9999999999891,True,6,15
251.99999999999272,True,4,5
251.99999999999818,True,5,1
252.0,True,7,1
252.0,True,12,5
252.0,True,7,2
252.0,True,4,13
252.0,True,2,1
252.0,True,3,5
252.0,True,6,6
252.0,True,6,25
252.0,True,6,8
252.0,True,6,8
252.0,True,12,1
252.0,True,3,4
252.0,True,4,2
252.0,True,9,6
252.0,True,12,31
252.0,True,7,4
252.0,True,9,51
252.0,True,6,5
252.0,True,9,8
252.0,True,6,2
252.0,True,6,4
252.0,True,14,1
252.0,True,7,5
252.0,True,6,8
252.0,True,12,1
252.0,True,2,156
252.0,True,6,19
252.0,True,12,6
252.0,True,7,8
252.0,True,4,62
252.0,True,6,2
252.0,True,6,2
252.0,True,9,2
252.0,True,6,79
252.0,True,7,2
252.0,True,3,24
252.0,True,4,380
252.0,True,7,3
252.0,True,9,7
252.0,True,4,28
252.0,True,2,5
252.0,True,6,3
252.0,True,9,5
252.0,True,7,2
252.0,True,9,4
252.00000000000728,True,4,22
252.00000000000728,True,4,3
252.00000000000728,True,4,3
252.00000000001273,True,7,2
252.00000000001455,True,4,114
252.00000000001637,True,9,7
252.0000000000291,True,8,23
252.5,True,5,281
252.5,True,5,3
252.5,True,5,43
252.5,False,5,-1
252.79999999999927,True,2,11
252.8000000000029,True,8,182
252.8999999999869,True,9,1
252.90000000000327,True,9,4
252.90000000000327,True,9,212
252.99999999998,True,11,4
252.99999999998,True,11,4
253.00000000000182,True,5,16
253.00000000000182,True,5,88
253.00000000000182,True,5,2
253.50000000000364,True,5,3
253.50000000002365,True,13,3
253.60000000000582,True,8,3
253.60000000000582,True,8,30
253.79999999999563,True,6,89
253.80000000000655,True,9,3
253.80000000000655,True,9,1
253.99999999999636,True,5,12
253.99999999999636,True,10,6
253.99999999999636,True,5,4
253.99999999999818,True,2,2
254.0,True,2,13
254.0,True,2,72
254.00000000000546,True,5,3
254.0999999999949,True,7,2
254.09999999999673,True,3,74
254.40000000000146,True,4,13
254.40000000000873,True,6,3
254.40000000000873,True,8,2
254.49999999999818,True,5,24
254.49999999999818,True,5,22
254.69999999997708,True,9,44
254.70000000000437,True,3,21
254.70000000000982,True,9,4
254.79999999998108,True,13,2
254.79999999998472,True,7,21
254.79999999999745,True,7,19
254.8000000000029,True,4,4
254.99999999999454,True,3,5
255.0,True,5,4
255.0,True,5,4
255.0,True,5,1
255.0,True,5,2
255.0,True,5,2
255.0,True,3,7
255.0,True,3,46
255.0,True,5,184
255.0,True,17,1
255.0,True,3,11
255.0000000000091,True,5,445
255.0000000000091,True,5,2
255.0000000000091,True,5,2
255.0000000000109,True,6,9
255.1999999999898,True,4,3
255.1999999999971,True,8,1
255.3000000000011,True,3,1
255.5000000000109,True,5,11
255.59999999999127,True,6,2
255.99999999998545,True,8,7
255.99999999998545,True,8,4
255.99999999999272,True,4,12
256.0,True,2,4
256.0,True,8,3
256.0,True,8,6
256.0,True,16,3
256.0,True,8,2
256.0,True,8,6
256.0,True,8,1
256.0,True,8,3
256.0,True,8,7
256.0,True,4,315
256.0000000000073,True,4,1939
256.20000000000437,True,6,52
256.20000000000437,True,6,2
256.20000000000437,True,6,2
256.40000000000146,True,4,70
256.4999999999782,True,15,3
256.49999999999454,True,3,72
256.5,True,3,10
256.5,True,9,7
256.50000000000546,True,5,7
256.7999999999847,False,6,-1
256.79999999998836,True,8,3
256.79999999998836,True,8,13
256.79999999999563,True,6,3
256.8000000000029,True,8,4
256.80000000001746,True,8,31
256.9999999999982,True,5,2
257.1999999999971,True,4,5
257.3999999999869,True,6,5
257.399999999996,True,11,10
257.3999999999978,True,2,28
257.4000000000033,True,9,3
257.40000000000873,False,6,-1
257.5,True,5,2
257.59999999999127,True,8,17
257.5999999999949,True,7,4
257.59999999999854,True,2,7
257.9999999999891,True,6,191
257.9999999999891,True,6,128
257.9999999999927,True,5,49
257.9999999999927,True,4,10
257.9999999999927,True,5,172
257.9999999999927,True,10,10
258.0,True,3,1
258.0,True,6,3
258.0,True,6,14
258.0,True,3,20
258.0,True,6,404
258.0,True,6,7
258.0,True,6,76
258.0,True,6,71
258.0,True,2,401
258.0,True,6,719
258.0,True,3,3
258.0,True,6,5
258.0000000000018,True,5,3
258.00000000000273,True,3,51
258.0000000000109,True,6,25
258.29999999999745,True,7,286
258.29999999999745,True,7,1
258.30000000000655,True,9,2
258.3999999999942,True,4,9
258.5,True,11,6
258.50000000000364,True,5,3
258.6000000000022,False,6,-1
258.6000000000022,True,3,14
258.69999999999527,True,13,6
258.7999999999993,True,2,24
258.9999999999782,True,10,30
258.9999999999782,True,10,4
258.99999999998727,True,7,1
258.99999999999636,True,5,10
258.99999999999636,True,5,2
259.0,True,7,4
259.0,True,7,34
259.0,True,14,4
259.0,True,7,1
259.0,True,7,5
259.0,True,7,2
259.0,True,7,1
259.0,True,7,14
259.0,True,7,7
259.0,True,7,90
259.19999999999345,True,9,14
259.19999999999345,True,6,11
259.20000000000437,True,6,5
259.2000000000153,True,6,23
259.4999999999982,True,5,100
259.4999999999982,True,5,25
259.59999999999854,True,4,13
259.600000000024,True,11,5
259.7999999999993,True,2,336
259.80000000000655,True,6,19
259.9999999999909,True,5,29
259.99999999999636,True,2,2
259.99999999999636,True,2,50
260.0,True,10,6
260.0,True,5,21
260.0,True,13,2
260.0,True,4,2
260.0,True,4,40
260.0,True,13,1
260.0,True,10,1
260.0,True,5,3
260.0,True,10,11
260.0,True,2,832
260.0,True,4,14
260.0,True,4,2
260.0,True,5,324
260.0,True,5,19
260.0,True,5,88
260.0,True,5,5
260.0,True,5,3
260.0,True,5,1
260.0,True,13,2
260.0,True,4,36
260.0,False,2,-1
260.0,True,4,79
260.0,True,10,15
260.0,True,4,21
260.0,True,2,3
260.0,True,5,22
260.0,True,5,16
260.0,True,5,11
260.00000000000364,True,2,3
260.0000000000091,True,5,5
260.0000000000091,True,5,3
260.0000000000091,True,5,10
260.0000000000091,True,5,1465
260.39999999999236,True,3,85
260.3999999999978,True,6,18
260.4000000000051,True,14,3
260.5000000000018,True,5,26
260.700000000008,True,11,3
260.8000000000029,True,4,35
260.8000000000029,True,8,7
260.8000000000029,False,4,-1
260.99999999998363,True,9,2
260.99999999998363,True,9,4
260.9999999999891,True,6,5
260.99999999999454,True,3,24
261.0,True,3,11
261.0,True,9,1
261.0,True,6,1
261.0,True,9,9
261.0,True,9,1
261.0,True,3,156
261.0,True,9,15
261.0,True,3,4
261.0,True,3,1
261.0,True,9,3
261.00000000000364,True,10,11
261.0000000000109,True,6,4
261.0999999999949,True,7,2
261.1999999999971,True,4,1
261.20000000000437,True,4,43
261.20000000000437,True,4,2
261.30000000000473,True,13,2
261.59999999999127,True,12,3
261.6000000000022,True,6,5
261.6000000000058,True,8,2
261.799999999972,True,11,4
261.79999999999745,True,7,20
261.79999999999745,True,7,7
261.8000000000102,True,7,5
261.8999999999869,True,9,7
261.9999999999891,True,10,6
261.9999999999891,True,10,2
261.9999999999927,True,4,6
261.9999999999982,True,5,637
262.0,True,2,6
262.0,True,2,5
262.0,True,1,4
262.0,True,2,20
262.00000000000364,True,2,16
262.00000000000364,True,2,5
262.0000000000073,True,4,272
262.20000000000437,True,6,3
262.49999999998727,True,7,8
262.5,True,7,2
262.5000000000091,True,5,15
262.5999999999858,True,13,1
262.5999999999858,True,13,1
262.79999999999563,False,6,-1
262.79999999999563,True,4,2
262.80000000000655,True,6,6
262.80000000000655,True,9,5
262.899999999996,True,11,6
262.9999999999927,True,10,1
263.0000000000018,True,5,28
263.0000000000018,False,5,-1
263.0000000000109,True,10,3
263.1999999999898,True,7,13
263.1999999999971,True,2,5
263.1999999999971,True,4,23
263.1999999999971,True,8,78
263.20000000000437,True,4,3
263.49999999999454,True,5,13
263.89999999999054,True,13,2
263.9000000000051,True,7,4
263.99999999998545,True,8,8
263.9999999999891,True,6,11
263.99999999999454,True,3,2
263.99999999999636,True,10,8
263.99999999999636,True,2,71
263.99999999999636,True,10,1
264.0,True,8,40
264.0,True,6,6
264.0,True,3,1
264.0,True,4,74
264.0,True,3,2
264.0,True,8,2
264.0,True,2,339
264.0,True,6,6
264.0,True,11,6
264.0,True,4,3
264.0,True,6,406
264.0,True,4,20
264.0,True,12,1
264.0,True,11,9
264.0,True,4,112
264.0,True,12,4
264.0,True,8,11
264.0,True,8,16
264.0,True,3,6
264.0,True,2,5
264.0,True,11,7
264.0,True,6,8
264.0,True,12,1
264.0,True,6,6
264.00000000000546,True,3,1
264.0000000000073,True,4,2
264.0000000000073,True,4,2
264.00000000001455,True,8,8
264.00000000001455,True,8,3
264.0000000000218,True,12,5
264.40000000000146,False,4,-1
264.40000000000146,True,4,2
264.5999999999949,True,7,10
264.5999999999949,True,7,2
264.5999999999967,True,9,8
264.6000000000022,True,6,3
264.79999999998836,True,8,6
264.79999999999563,True,4,16
264.79999999999563,True,4,6
264.8000000000029,True,4,2
265.0,True,5,25
265.0,True,5,15
265.0,True,5,3
265.0,True,5,3
265.0,True,5,4
265.0,True,5,1368
265.0,True,5,6
265.0,True,5,7
265.0,True,5,1346
265.0,True,5,2
265.0000000000091,True,5,14
265.0000000000091,True,5,50
265.100000000004,True,11,4
265.1999999999898,True,4,314
265.1999999999971,True,4,9
265.1999999999971,True,4,17
265.20000000000437,True,6,50
265.29999999999745,True,7,11
265.29999999999745,True,7,6
265.5,True,9,1
265.5,True,9,3
265.59999999999127,True,8,5
265.79999999999563,True,6,3
265.80000000000655,True,6,2
265.99999999998545,True,10,3
265.99999999999363,True,7,7
265.99999999999636,True,2,2
265.99999999999636,True,2,2
266.0,True,7,3
266.0,True,7,6
266.0,True,4,3
266.0,True,2,130
266.0,True,7,9
266.0,True,14,1
266.0,True,7,2
266.0,True,7,7
266.00000000000364,True,2,2
266.00000000001273,True,7,5
266.00000000001273,True,7,10
266.3999999999869,True,9,10
266.3999999999869,True,9,6
266.3999999999978,True,6,42
266.4000000000033,True,9,9
266.4000000000033,True,9,2
266.49999999999636,True,5,3
266.49999999999636,True,5,1
266.6999999999898,True,7,2
266.7000000000153,True,7,11
266.8000000000029,True,4,26
266.9999999999982,True,5,19
267.0,True,3,2
267.0,True,3,4
267.0,True,3,34
267.00000000000546,True,3,91
267.0000000000073,True,5,15
267.00000000002547,True,10,4
267.1999999999971,True,8,8
267.20000000000437,True,4,45
267.30000000000655,True,9,16
267.3000000000229,True,9,7
267.39999999999236,True,7,21
267.59999999999127,True,6,6
267.6000000000022,True,2,96
267.6000000000058,False,4,-1
267.7999999999811,True,13,3
267.9999999999927,True,4,17
267.9999999999927,True,4,10
267.99999999999636,True,2,289
268.0,True,4,4
268.0,True,4,49
268.0,True,4,25
268.0,True,4,145
268.0,True,4,46
268.0,True,4,2
268.0,True,4,389
268.0,True,2,8
268.0,True,4,33
268.0,True,4,30
268.0,True,4,22
268.0,True,4,12
268.00000000000364,True,2,1
268.00000000000364,True,2,7
268.0000000000109,True,10,3
268.10000000000764,True,7,2
268.20000000000437,True,3,36
268.40000000000873,True,4,12
268.7999999999847,True,14,3
268.79999999999563,True,4,241
268.8000000000029,True,4,230
268.8000000000029,True,4,47
268.80000000001746,True,12,10
268.80000000001746,True,12,2
268.99999999999636,True,5,7
268.99999999999636,True,5,1471
268.99999999999636,True,5,45
269.0,True,1,26
269.0999999999967,True,9,7
269.0999999999967,True,9,3
269.0999999999967,True,9,7
269.10000000000946,True,13,2
269.20000000000437,True,4,18
269.3999999999942,True,2,507
269.3999999999978,True,6,1
269.49999999998727,True,7,5
269.5,True,7,11
269.5000000000073,True,5,34
269.59999999999127,True,8,4
269.6000000000058,True,8,5
269.6000000000058,True,8,28
269.6999999999989,True,3,89
269.99999999994543,True,15,6
269.9999999999891,True,6,18
269.9999999999891,True,6,4
269.9999999999909,True,5,3
269.99999999999454,True,3,21
269.99999999999636,True,2,1
270.0,True,3,43
270.0,True,3,4
270.0,True,2,8
270.0,True,5,5
270.0,True,6,21
270.0,True,2,2
270.0,True,5,6
270.0,True,6,10
270.0,True,5,5
270.0,True,15,3
270.0,True,9,2
270.0,True,6,7
270.0,True,3,50
270.0,True,9,2
270.0,False,6,-1
270.0,True,5,17
270.0,True,5,25
270.0,True,6,4
270.0,True,9,5
270.0,True,10,2
270.0,True,10,6
270.0,True,5,15
270.0,True,10,2
270.0,True,10,5
270.0,True,9,2
270.0,True,5,4
270.0,True,6,1
270.0,True,9,4
270.0,True,6,19
270.0,True,6,6
270.0,True,5,68
270.00000000000546,True,3,22
270.0000000000091,True,5,2
270.0000000000109,True,6,12
270.0000000000109,True,6,1
270.0000000000109,True,6,3
270.00000000001637,True,9,10
270.00000000003274,True,18,1
270.20000000000255,True,7,5
270.30000000000655,True,3,17
270.3999999999942,True,8,1
270.59999999998035,True,6,1
270.599999999984,True,11,2
270.8000000000029,True,2,8
270.99999999998545,True,10,7
271.00000000000364,True,10,2
271.00000000001273,True,5,17
271.20000000000437,True,4,26
271.49999999999636,True,5,7
271.49999999999636,True,5,3
271.5999999999822,True,7,2
271.59999999999127,True,4,4
271.5999999999949,True,7,36
271.60000000000764,True,7,38
271.6999999999716,True,13,1
271.7999999999902,True,9,3
271.79999999999563,True,6,3
271.79999999999563,True,3,140
271.9999999999982,False,5,-1
272.0,True,8,10
272.0,True,8,1
272.0,True,4,10
272.0,True,8,261
272.0,True,8,3
272.0,True,2,20
272.0,True,8,12
272.0,True,2,125
272.0,True,8,2
272.0000000000073,True,4,16
272.00000000001455,True,8,4
272.29999999999745,True,7,14
272.3999999999869,True,12,7
272.3999999999942,True,4,1951
272.3999999999978,True,3,10
272.4999999999909,True,5,3
272.7000000000098,True,9,2
272.799999999992,True,11,4
272.99999999997453,True,14,5
272.99999999998727,True,7,1
272.9999999999891,True,6,3
272.9999999999927,True,5,78
272.9999999999927,True,10,40
273.0,True,13,3
273.0,True,7,5
273.0,True,7,963
273.0,True,7,38
273.0,True,7,5
273.0,True,3,67
273.0,True,13,4
273.0,True,13,3
273.0,True,7,13
273.0,True,13,5
273.0,True,7,8
273.0,True,3,44
273.0,True,3,19
273.0,True,7,2
273.0,True,6,491
273.0,True,7,10
273.0,True,3,19
273.0000000000018,True,5,12
273.0000000000109,True,15,1
273.0000000000109,True,15,6
273.50000000000364,True,5,104
273.59999999999127,True,8,23
273.6000000000022,True,6,19
273.6000000000058,True,8,8
273.6000000000131,False,6,-1
273.6000000000131,True,12,2
273.6999999999898,True,7,15
273.70000000000255,True,7,2
273.70000000000255,True,7,412
273.899999999996,True,11,6
273.900000000016,True,11,3
273.9999999999927,True,4,8
273.9999999999982,True,2,7
274.0,True,2,10
274.00000000001455,True,5,25
274.00000000001455,True,5,36
274.30000000000473,True,13,1
274.3999999999942,True,4,10
274.3999999999942,True,8,14
274.4999999999982,False,5,-1
274.5,True,3,183
274.5,True,9,24
274.50000000001637,True,15,2
274.79999999999563,True,6,2
274.99999999998,True,11,3
274.99999999998,True,11,2
274.99999999998,True,11,2
274.9999999999909,True,5,1
275.0,True,11,5
275.0,True,5,2
