label,period_hours,amplitude,r2,mass
macro_33.8y,296290.8,2060.37757659188,0.5673389939862616,610470920.4704694
macro_14.5y,127107.0,1079.0564957457138,0.24911183714463647,137155634.00475046
macro_3.6y,31557.600000000002,321.4917596212226,0.020975041230561264,10145508.353422696
micro_8760h,8760.0,149.0962516760224,0.0046095469233051745,1306083.1646819562
micro_520h,520.0,6.470730851654728,8.672291342493033e-06,3364.7800428604583
micro_120h,120.0,1.172469914153254,2.847261043603666e-07,140.69638969839048
micro_24h,24.0,0.5280362174114258,5.774769584743211e-08,12.672869217874219
