threshold_pips,count,pips_up_pct,pips_down_pct,hours_up_pct,hours_down_pct,joules_time_up_pct,joules_time_down_pct,joules_tick_up_pct,joules_tick_down_pct
15.0,61022,50.10706092579396,49.89293907420605,50.36757560166924,49.63242439833076,50.30750841356033,49.692491586439665,49.74226378657177,50.25773621342823
100.0,4684,50.303733673952834,49.696266326047166,49.87505218072544,50.12494781927456,49.341589613749,50.658410386251,45.588456470932734,54.41154352906725
500.0,239,51.27548297992832,48.72451702007168,50.515398393713525,49.484601606286475,48.71524210445202,51.28475789554797,34.218742942251225,65.78125705774877
