label,period_hours,amplitude,r2,mass
macro_33.8y,296290.8,1637.4278853911019,0.37136384282316115,485154818.1048379
macro_14.5y,127107.0,1003.4573647847634,0.20214768125990423,127546455.26569693
macro_3.6y,31557.600000000002,251.73628995299353,0.012011175116220962,7944193.143820589
micro_8760h,8760.0,154.9577252218649,0.004558121082956057,1357429.6729435367
micro_520h,520.0,11.832946388635603,2.659615817457439e-05,6153.132122090514
micro_120h,120.0,0.3875641461383506,2.852365099670351e-08,46.50769753660207
micro_24h,24.0,1.2027592305057415,2.7474164665530765e-07,28.866221532137796
