count_legs,legs_up,legs_down,pips_up,pips_down,hours_up,hours_down,edge_legs,edge_pips,edge_hours,threshold_pips
5485,2743,2742,449412.2,444331.8,84961,83644,1.00036469730124,1.0114337978960768,1.0157453015159486,60.0
